Base Word,Guideword,Level,Part of Speech,Topic
represent,SPEAK/ACT FOR,C2,verb,communication
represent,BE SYMBOL,B2,verb,communication
reproach,,C2,verb,communication
request,,B1,verb,communication
reveal,TELL,B2,verb,communication
promise,SAY,B1,verb,communication
protest,COMPLAIN,B2,verb,communication
quote,REPEAT,C1,verb,communication
quote,GIVE EXAMPLE,C1,verb,communication
read,WORDS,A1,verb,communication
read,SAY,A2,verb,communication
refuse,,B1,verb,communication
register,ON A LIST,B1,verb,communication
reply,,B1,verb,communication
ring,SOUND,B1,verb,communication
penalty,PUNISHMENT,B2,noun,crime
pirate,,B1,noun,crime
prisoner,PERSON IN PRISON,B1,noun,crime
police,,A2,noun,crime
proceedings,LEGAL,C2,noun,crime
outline,SHAPE,C2,noun,describing things
pair,TWO THINGS,A2,noun,describing things
pair,TWO PARTS,A2,noun,describing things
pattern,ARRANGEMENT,B1,noun,describing things
percentage,,B2,noun,describing things
piece,PART,A2,noun,describing things
piece,SINGLE THING,A2,noun,describing things
piece,SINGLE AMOUNT,B1,noun,describing things
pile,HEAP,B1,noun,describing things
pint,,B2,noun,describing things
pound,WEIGHT,B2,noun,describing things
ring,CIRCLE,B2,noun,describing things
roll,TUBE,B2,noun,describing things
row,LINE,B1,noun,describing things
paper,FLAT MATERIAL,A1,noun,describing things
orange,COLOUR,A2,noun,describing things
pink,,A2,noun,describing things
purple,,A2,noun,describing things
red,COLOUR,A2,noun,describing things
right,DIRECTION,A2,noun,describing things
paper,EXAM,A2,noun,education
pass,TEST RESULT,B2,noun,education
period,SCHOOL,B1,noun,education
place,OPPORTUNITY,B1,noun,education
primary school,,B1,noun,education
project,SCHOOL WORK,A2,noun,education
pupil,,A2,noun,education
philosophy,STUDY,B2,noun,education
physics,,A2,noun,education
pass,SUCCEED,A2,verb,education
oven,,B1,noun,food and drink
pan,,B1,noun,food and drink
pancake,,B2,noun,food and drink
pastry,CAKE,C1,noun,food and drink
pea,,B1,noun,food and drink
peanut,,B1,noun,food and drink
pepper,VEGETABLE,B1,noun,food and drink
picnic,,A1,noun,food and drink
plate,,A1,noun,food and drink
portion,FOOD,B2,noun,food and drink
pot,,B1,noun,food and drink
prawn,,B2,noun,food and drink
recipe,FOOD,B1,noun,food and drink
relish,SAUCE,C2,noun,food and drink
roll,BREAD,B1,noun,food and drink
pasta,,A2,noun,food and drink
pastry,MIXTURE,C1,noun,food and drink
pepper,POWDER,A2,noun,food and drink
rice,,A1,noun,food and drink
onion,,A2,noun,food and drink
orange,FRUIT,A1,noun,food and drink
peach,,B1,noun,food and drink
pear,,A2,noun,food and drink
pie,,B1,noun,food and drink
pineapple,,B1,noun,food and drink
pizza,,A1,noun,food and drink
potato,,A1,noun,food and drink
pudding,,B2,noun,food and drink
refreshments,,B1,noun,food and drink
roast,,A2,verb,food and drink
palace,,B1,noun,homes and buildings
passage,CONNECTING WAY,B2,noun,homes and buildings
pillow,,A2,noun,homes and buildings
place,SEAT,B1,noun,homes and buildings
post office,,A2,noun,homes and buildings
resident,,B2,noun,homes and buildings
roof,ON BUILDING,A2,noun,homes and buildings
room,PART OF BUILDING,A1,noun,homes and buildings
row,SEATS,B1,noun,homes and buildings
property,BUILDING,B2,noun,homes and buildings
premises,,C1,noun,homes and buildings
overdraft,,C1,noun,money
penny,,B1,noun,money
pound,MONEY,A2,noun,money
rate,PAYMENT,B2,noun,money
pocket money,,B1,noun,money
poverty,,B2,noun,money
profit,,B2,noun,money
outgoings,,C2,noun,money
rent,PAY TO USE,A2,verb,money
quote,COST,C2,verb,money
palm,TREE,C1,noun,natural world
park,,A1,noun,natural world
peak,MOUNTAIN TOP,B1,noun,natural world
place,SOMEWHERE,A1,noun,natural world
planet,,B1,noun,natural world
plant,,A1,noun,natural world
pond,,B2,noun,natural world
pool,LIQUID,B2,noun,natural world
rainbow,,B2,noun,natural world
range,MOUNTAINS,B2,noun,natural world
region,AREA,B1,noun,natural world
reserve,AREA,B2,noun,natural world
river,,A1,noun,natural world
root,PLANT PART,B2,noun,natural world
rose,,B1,noun,natural world
oxygen,,B2,noun,natural world
rain,,A1,noun,natural world
rubber,SUBSTANCE,B2,noun,natural world
pine,,B2,noun,natural world
rainforest,,B1,noun,natural world
rock,HARD SUBSTANCE,B1,noun,natural world
pour,RAIN,B1,verb,natural world
rise,SUN/MOON,B1,verb,natural world
process,ACTIONS,B2,noun,people: actions
punch,,B2,noun,people: actions
practice,REPEATING,A2,noun,people: actions
reach,TOUCH,B2,noun,people: actions
rescue,SAVE,B1,noun,people: actions
routine,,B1,noun,people: actions
opt,,C1,verb,people: actions
participate,,B2,verb,people: actions
pause,PERSON,B1,verb,people: actions
point,SHOW,A2,verb,people: actions
pose,BE STILL,C1,verb,people: actions
queue,,B2,verb,people: actions
rest,RELAX/SLEEP,B1,verb,people: actions
retreat,,C2,verb,people: actions
revolt,AGAINST,C2,verb,people: actions
open,"CONTAINER/PARCEL, ETC.",A2,verb,people: actions
overcome,DEAL WITH,B2,verb,people: actions
pass,GIVE,B1,verb,people: actions
pat,,C2,verb,people: actions
pick,CHOOSE,B1,verb,people: actions
pin,,B1,verb,people: actions
point,AIM,B1,verb,people: actions
poison,KILL,B2,verb,people: actions
postpone,,B1,verb,people: actions
pour,LIQUID,B1,verb,people: actions
present,GIVE,B2,verb,people: actions
preserve,,B2,verb,people: actions
prevent,,B1,verb,people: actions
process,,B2,verb,people: actions
produce,MAKE,B1,verb,people: actions
prove,SHOW TRUTH,B1,verb,people: actions
provide,,B1,verb,people: actions
punch,,B2,verb,people: actions
push,PRESS,B1,verb,people: actions
push,ENCOURAGE,C1,verb,people: actions
quit,STOP SOMETHING,B1,verb,people: actions
raise,LIFT,B1,verb,people: actions
refine,,C2,verb,people: actions
release,SUBSTANCE,C1,verb,people: actions
remove,TAKE AWAY,B1,verb,people: actions
remove,TAKE OFF,B2,verb,people: actions
repair,FIX,A2,verb,people: actions
rescue,,B1,verb,people: actions
resist,FIGHT,C1,verb,people: actions
restore,REPAIR,B2,verb,people: actions
restrain,,C1,verb,people: actions
restrict,,C1,verb,people: actions
retrieve,,C2,verb,people: actions
return,PUT BACK,A2,verb,people: actions
reward,,B2,verb,people: actions
roll,TURN OVER,B2,verb,people: actions
rub,PRESS WITH HANDS,B2,verb,people: actions
open,NOT CLOSED,A1,verb,people: actions
paint,COVER SURFACE,A2,verb,people: actions
pass,GO PAST,B1,verb,people: actions
plan,DECIDE,B1,verb,people: actions
pound,,B2,verb,people: actions
practise,,A1,verb,people: actions
prepare,GET READY,A2,verb,people: actions
press,PUSH,B1,verb,people: actions
protect,,B1,verb,people: actions
pull,MOVE TOWARDS YOU,A2,verb,people: actions
push,MOVE SOMEONE/SOMETHING,A2,verb,people: actions
push,MOVE YOURSELF,B1,verb,people: actions
reach,STRETCH,B2,verb,people: actions
research,,B2,verb,people: actions
resist,NOT DO,B2,verb,people: actions
rip,TEAR,B2,verb,people: actions
rock,,C2,verb,people: actions
perfume,,A2,noun,people: appearance
race,PEOPLE,C1,noun,people: appearance
resemble,,C1,verb,people: appearance
point of view,OPINION,B2,noun,people: personality
outrage,FEELING,C2,noun,people: personality
pain,EMOTIONAL,B2,noun,people: personality
peace,CALM,B1,noun,people: personality
pity,SYMPATHY,B2,noun,people: personality
pleasure,FEELING,B1,noun,people: personality
pride,SATISFACTION,B2,noun,people: personality
pride,RESPECT FOR YOURSELF,B2,noun,people: personality
respect,ADMIRATION,B1,noun,people: personality
respect,POLITENESS,B1,noun,people: personality
restraint,,C2,noun,people: personality
revenge,,B2,noun,people: personality
panic,,B2,noun,people: personality
passion,LOVE,B2,noun,people: personality
pressure,PROBLEMS,B2,noun,people: personality
rage,ANGER,B2,noun,people: personality
regret,,B2,noun,people: personality
point,IMPORTANT OPINION,B2,noun,people: personality
pretend,,B2,verb,people: personality
react,SAY OR DO,B2,verb,people: personality
prefer,CHOOSE,A2,verb,people: personality
regret,BAD DECISION,B1,verb,people: personality
reject,PERSON,B2,verb,people: personality
resent,,C2,verb,people: personality
respect,ADMIRE,B1,verb,people: personality
respect,ACCEPT IMPORTANCE,B2,verb,people: personality
return,DO THE SAME,C1,verb,people: personality
risk,DO SOMETHING,B2,verb,people: personality
risk,POSSIBLY LOSE,B2,verb,people: personality
panic,,B2,verb,people: personality
please,MAKE HAPPY,B1,verb,people: personality
reckon,THINK,B2,verb,people: personality
relax,BECOME HAPPY,B1,verb,people: personality
policy,PLAN,B2,noun,politics
president,,B1,noun,politics
referendum,,C2,noun,politics
regime,,C2,noun,politics
republic,,C1,noun,politics
politics,,B1,noun,politics
power,POLITICS,C1,noun,politics
reform,,C2,noun,politics
opponent,PERSON WHO DISAGREES,B2,noun,relationships
orphan,,C2,noun,relationships
parent,,A1,noun,relationships
party,EVENT,A1,noun,relationships
roommate,,B2,noun,relationships
romance,,B1,noun,relationships
rear,,C1,verb,relationships
opponent,SPORT,B2,noun,shopping
pass,SPORTS,C2,noun,shopping
penalty,SPORT,B2,noun,shopping
pitch,SPORTS AREA,B2,noun,shopping
playground,,A2,noun,shopping
point,SPORT,B1,noun,shopping
pool,SWIM,A2,noun,shopping
product,,B1,noun,shopping
puzzle,GAME,A2,noun,shopping
quiz,,A2,noun,shopping
race,"RUNNING, RIDING, ETC.",A2,noun,shopping
racket,SPORT,A2,noun,shopping
record,BEST,B1,noun,shopping
referee,,B2,noun,shopping
play,CHILDREN,B2,noun,shopping
pool,GAME,B1,noun,shopping
represent,COMPETITION,B2,verb,shopping
page,WEBSITE,A2,noun,technology
part,MACHINE,B2,noun,technology
password,,B1,noun,technology
PC,,A2,noun,technology
pedal,,B2,noun,technology
plug,ELECTRICAL OBJECT,B1,noun,technology
program,,A2,noun,technology
pump,,B1,noun,technology
remote control,,B1,noun,technology
power,ELECTRICITY,B1,noun,technology
radio,SYSTEM,B1,noun,technology
return,COMPUTER,B1,noun,technology
parachute,,B2,noun,travel
pass,DOCUMENT,B1,noun,travel
path,TRACK,A2,noun,travel
path,DIRECTION,C2,noun,travel
pavement,,B1,noun,travel
petrol station,,A2,noun,travel
plane,,A1,noun,travel
platform,TRAIN,A2,noun,travel
pocket,IN BAG,B1,noun,travel
railway,,A2,noun,travel
resort,HOLIDAY,B1,noun,travel
return,TICKET,B1,noun,travel
ride,VEHICLE,B1,noun,travel
ride,BICYCLE,B1,noun,travel
rocket,VEHICLE,B2,noun,travel
roundabout,,A2,noun,travel
route,ROADS,B1,noun,travel
petrol,,A2,noun,travel
public transport,,B1,noun,travel
rail,TRAINS,B1,noun,travel
reverse,VEHICLE,C2,noun,travel
port,,B1,noun,travel
road,TO DRIVE ON,A1,noun,travel
reach,ARRIVE,B1,verb,travel
perk,,C1,noun,work
post,JOB,B2,noun,work
profession,WORK,B1,noun,work
recruit,,C2,noun,work
overtime,,B2,noun,work
paperwork,,B2,noun,work
rank,,C1,noun,work
personnel,,C1,noun,work
retire,,B1,verb,work
overload,,C2,verb,work
open,START OFFICIALLY,B2,verb,work
operate,ORGANIZATION,B2,verb,work
practise,WORK,C1,verb,work
rape,,B2,noun,crime
robbery,,B2,noun,crime
pork,,B1,noun,food and drink
priest,,B1,noun,work
recycling,,B1,noun,
reconstruction,PAST EVENT,C2,noun,
reorganize,,C1,verb,
replacement,THING OR PERSON,B2,noun,
replacement,PROCESS,C1,noun,
redevelopment,,C1,noun,
refund,,B1,noun,
reunion,,C2,noun,
review,,B1,noun,
review,PROCESS,C2,noun,
readjust,CHANGE BEHAVIOUR,C2,verb,
recur,,C2,verb,
readjust,SMALL CHANGE,C1,verb,
rebuild,BUILD AGAIN,B1,verb,
recharge,,C1,verb,
reconstruct,PAST EVENT,C2,verb,
recreate,,C1,verb,
redevelop,,C1,verb,
reflect,IMAGE,B2,verb,
reflect,SHOW,B2,verb,
refund,,C1,verb,
regain,,B2,verb,
reinforce,OPINION,C1,verb,
reinforce,OBJECT,C2,verb,
repay,MONEY,B2,verb,
replace,GET SOMETHING NEW,B1,verb,
replace,BE USED INSTEAD,B2,verb,
restart,,C1,verb,
restart,,C1,verb,
review,GIVE OPINION,B2,verb,
review,CONSIDER,C1,verb,
reconsider,,C1,verb,
recycle,,B1,verb,
relocate,,C1,verb,
restructure,,C2,verb,
rethink,,C1,verb,
original,,B2,noun,
principal,,B2,noun,
professional,PAID,B2,noun,
reversal,,C2,noun,
renewal,AGREEMENT,C1,noun,
renewal,REPAIR/IMPROVE,C2,noun,
performance,HOW SUCCESSFUL,B2,noun,
perseverance,,C2,noun,
relevance,,C1,noun,
resistance,DISAGREE,C2,noun,
resistance,FIGHT,C2,noun,
resemblance,,C2,noun,
resistance,ORGANIZATION,C2,noun,
participant,,C1,noun,
reference,LETTER,B2,noun,
persistence,,C2,noun,
presence,QUALITY,C2,noun,
presence,IN A PLACE,B2,noun,
presence,POLICE/SOLDIERS,C2,noun,
presence,FEELING,C2,noun,
organizer,,B2,noun,
owner,,B1,noun,
partner,PERSON YOU DO SOMETHING WITH,A2,noun,
partner,BUSINESS,B2,noun,
pensioner,,C1,noun,
philosopher,,B2,noun,
photographer,,A2,noun,
producer,"FILM, ETC.",B2,noun,
producer,GOODS/FOOD,C1,noun,
programmer,,C1,noun,
provider,,C1,noun,
publisher,,B2,noun,
reader,BOOK,B1,noun,
reporter,,B1,noun,
retailer,,C2,noun,
rider,,B1,noun,
plastic,,A2,noun,
opening,HOLE,C2,noun,
reading,EVENT,C2,noun,
planning,DECIDING,B2,noun,
planning,BUILDINGS,C1,noun,
reasoning,,C2,noun,
position,PLACE,B1,noun,
position,RANK,B2,noun,
precaution,,C1,noun,
presumption,,C2,noun,
procession,,C2,noun,
projection,CALCULATION,C1,noun,
proposition,,C1,noun,
reception,PARTY,B2,noun,
reflection,IMAGE,B2,noun,
regulation,RULE,B2,noun,
rejection,JOB/COLLEGE,C2,noun,
resolution,DECISION,C2,noun,
resolution,PROMISE,C2,noun,
revelation,,C2,noun,
revolution,CHANGE,B2,noun,
opposition,DISAGREEMENT,C1,noun,
organization,PLANNING,B1,noun,
organization,ARRANGEMENT,C1,noun,
perfection,,C1,noun,
presentation,APPEARANCE,C2,noun,
preservation,,C1,noun,
production,MAKING,B2,noun,
production,AMOUNT,B2,noun,
projection,IMAGE,C1,noun,
protection,,B2,noun,
radiation,,C1,noun,
realization,ACHIEVING,C2,noun,
recognition,HONOUR,C2,noun,
recognition,KNOW,C2,noun,
regulation,CONTROL,C1,noun,
rejection,PERSON,C2,noun,
relaxation,,B1,noun,
renovation,,C1,noun,
retention,,C2,noun,
perception,,C2,noun,
population,NUMBER,B1,noun,
position,SITTING/STANDING,B1,noun,
presentation,CEREMONY,B2,noun,
progression,,C1,noun,
provision,,C1,noun,
provocation,,C2,noun,
recollection,,C2,noun,
recommendation,SUITABLE,B2,noun,
reduction,,B2,noun,
rejection,NOT ACCEPT,C2,noun,
relation,CONNECTION,B2,noun,
repetition,,C2,noun,
reservation,DOUBT,C2,noun,
resolution,SOLUTION,C2,noun,
restriction,LIMIT,C1,noun,
restriction,RULE,C2,noun,
realization,NOTICING,C1,noun,
reception,HOTEL/OFFICE,B1,noun,
pharmacist,,B2,noun,
psychiatrist,,C2,noun,
psychologist,,B2,noun,
receptionist,,A2,noun,
possibility,OPTION,B2,noun,
popularity,,B2,noun,
productivity,,C1,noun,
purity,,C1,noun,
quality,GOOD,B1,noun,
rarity,,C1,noun,
reality,FACTS,B2,noun,
reliability,,C1,noun,
opportunity,CHANCE,B1,noun,
possibility,MAY HAPPEN/BE TRUE,B1,noun,
probability,,C1,noun,
privatize,,C1,verb,
recognize,KNOW,B1,verb,
recognize,ACCEPT,B2,verb,
recognize,SHOW RESPECT,C1,verb,
requirement,,B2,noun,
payment,ACT,B2,noun,
recruitment,,C1,noun,
readiness,WILLING,C1,noun,
readiness,PREPARED,C2,noun,
richness,,C1,noun,
operator,PERSON CONTROLLING MACHINE,B2,noun,
predecessor,,C2,noun,
professor,,B1,noun,
prosecutor,,C2,noun,
razor,,B2,noun,
relationship,CONNECTION,B2,noun,
ownership,,C1,noun,
readership,,C1,noun,
racist,,C2,noun,
opinion,OF PERSON,B1,noun,
opposite,,B1,noun,
option,CHOICE,B1,noun,
ordeal,,C2,noun,
order,REQUEST,A2,noun,
ornament,,C2,noun,
outbreak,,C2,noun,
outlet,SHOP,C2,noun,
outlet,EXPRESS,C2,noun,
outrage,THING CAUSING SHOCK,C2,noun,
overview,DESCRIPTION,C1,noun,
overview,KNOWLEDGE,C1,noun,
pack,SET OF PRODUCTS,B2,noun,
package,PARCEL,B2,noun,
package,GROUP OF THINGS,B2,noun,
packet,,B1,noun,
pact,,C2,noun,
pair,TWO PEOPLE,A1,noun,
panel,PEOPLE,C1,noun,
panel,PIECE,C2,noun,
parade,,B2,noun,
paradox,,C2,noun,
parallel,,C2,noun,
parcel,,B1,noun,
part,PIECE,A1,noun,
particle,,C2,noun,
passage,PART,B2,noun,
passport,TRAVEL,A2,noun,
pastime,,C2,noun,
patch,AREA,C2,noun,
patch,MATERIAL,C2,noun,
patch,LAND,C2,noun,
path,ACTIONS,B2,noun,
pattern,WAY,B2,noun,
pattern,GUIDE,B2,noun,
pause,,B2,noun,
peak,HIGHEST POINT,B2,noun,
peasant,,C1,noun,
pedestrian,,B1,noun,
peer,,C1,noun,
penfriend,,A2,noun,
pension,,B2,noun,
period,TIME,B1,noun,
permit,,C1,noun,
person,HUMAN,A1,noun,
perspective,WAY OF THINKING,C1,noun,
pharmacy,,B1,noun,
phase,,B2,noun,
phenomenon,,C1,noun,
philosophy,WAY OF THINKING,C1,noun,
phrasal verb,,B1,noun,
pilot,,A2,noun,
pin,,B1,noun,
pioneer,,C2,noun,
pipe,,B1,noun,
pit,,C2,noun,
plan,ARRANGEMENT,A2,noun,
plan,DRAWING,B2,noun,
platform,RAISED SURFACE,B2,noun,
platform,FOR OPINIONS,C2,noun,
pleasure,EXPERIENCE,B1,noun,
plot,STORY,B2,noun,
plot,LAND,C2,noun,
plug,HOLE,B1,noun,
pocket,MONEY,C2,noun,
point,SHARP END,B2,noun,
point,TIME,B2,noun,
point,MATHEMATICS,B2,noun,
point,QUALITY,C2,noun,
point,DIRECTION,C2,noun,
point of view,WAY OF THINKING,B2,noun,
pole,,C2,noun,
policeman,,A2,noun,
police officer,,A2,noun,
police station,,A2,noun,
policewoman,,A2,noun,
policy,AGREEMENT,C1,noun,
politician,,B1,noun,
portion,PART,C1,noun,
postman,,B1,noun,
power,COUNTRY,C1,noun,
prefix,,B2,noun,
preposition,,B1,noun,
prescription,,B1,noun,
present,SOMETHING GIVEN,A2,noun,
price,COST,A2,noun,
prince,,B1,noun,
princess,,B1,noun,
principle,IDEA,C1,noun,
print,PICTURE,C1,noun,
privilege,OPPORTUNITY,C1,noun,
prize,,A2,noun,
problem,DIFFICULT SITUATION,A1,noun,
process,CHANGES,B2,noun,
profile,PUBLIC IMAGE,C1,noun,
programme,PLAN,B2,noun,
project,WORK,B2,noun,
pronoun,,B1,noun,
proper noun,,B2,noun,
proportion,PART OF TOTAL,C1,noun,
proposal,MARRY,B2,noun,
purpose,REASON,B1,noun,
purse,,A2,noun,
push,ENCOURAGEMENT,C1,noun,
puzzle,SITUATION,C2,noun,
pyramid,,C1,noun,
quarter,FOURTH PART,A2,noun,
quarter,PART OF TOWN,C2,noun,
queen,,A2,noun,
question,EXAM,A2,noun,
question,PROBLEM,B2,noun,
queue,,B1,noun,
quote,COST,C2,noun,
race,FOR POWER,C1,noun,
raid,SOLDIERS,C2,noun,
raid,POLICE,C2,noun,
rail,FOR SUPPORTING,C2,noun,
rally,MEETING,C2,noun,
rally,RACE,C2,noun,
range,OF THINGS,B1,noun,
range,AMOUNT,B2,noun,
rate,HOW MANY,B2,noun,
rate,SPEED,C1,noun,
ratio,,C1,noun,
ray,BEAM,B2,noun,
reason,WHY,A2,noun,
rebel,,B2,noun,
receipt,PIECE OF PAPER,A2,noun,
record,BEHAVIOUR,C2,noun,
rectangle,,C1,noun,
reign,,C1,noun,
release,,B2,noun,
remedy,FOR A PROBLEM,B2,noun,
report,,B1,noun,
representative,,B2,noun,
reserve,SUPPLY,C2,noun,
resource,,B2,noun,
restaurant,,A1,noun,
result,INFORMATION,B1,noun,
result,COMPETITION,B1,noun,
retreat,MOVE,C2,noun,
retreat,PLACE,C2,noun,
reward,SOMETHING GOOD,B1,noun,
reward,MONEY,B1,noun,
rhyme,POEM,C2,noun,
ribbon,,C2,noun,
ride,PLAYING,B1,noun,
right,LAW,B2,noun,
ring,SOUND,B2,noun,
riot,,C1,noun,
rise,INCREASE,B2,noun,
rise,PAY,C1,noun,
risk,SOMETHING BAD,C1,noun,
ritual,,C2,noun,
rival,,C1,noun,
roar,,C2,noun,
robot,,B1,noun,
rocket,WEAPON,C2,noun,
role,PURPOSE,B2,noun,
role model,,C1,noun,
round,DRINKS,C2,noun,
round,EVENTS,C2,noun,
route,METHOD,C2,noun,
opinion,OF GROUP,B2,noun,
order,ARRANGEMENT,B1,noun,
order,TIDY,B2,noun,
order,CORRECT BEHAVIOUR,C2,noun,
output,,C2,noun,
ozone,,C1,noun,
pace,SPEED,B2,noun,
pay,,B1,noun,
peace,NO VIOLENCE,B2,noun,
peer pressure,,C2,noun,
permission,,B1,noun,
pottery,OBJECTS,B2,noun,
pottery,ACTIVITY,B2,noun,
power,CONTROL,B2,noun,
power,STRENGTH,C1,noun,
praise,,C1,noun,
pressure,FORCE,C2,noun,
prestige,,C1,noun,
privacy,,B2,noun,
progress,IMPROVEMENT,B1,noun,
proof,,B2,noun,
property,THINGS OWNED,B1,noun,
protein,,C1,noun,
psychology,,B2,noun,
purpose,INTENTION,C2,noun,
pursuit,,C2,noun,
question,DOUBT,B2,noun,
quiet,,B2,noun,
range,DISTANCE,C2,noun,
reach,DISTANCE,B2,noun,
reason,RIGHT,B2,noun,
recovery,GET BACK,C2,noun,
refuge,,C2,noun,
release,AREA/ATMOSPHERE,C1,noun,
relief,LESS PAIN,C2,noun,
relief,HELP,C2,noun,
relish,ENJOYMENT,C2,noun,
remorse,,C2,noun,
research,,B1,noun,
retail,,C1,noun,
revenue,,C1,noun,
rhyme,STYLE,C2,noun,
right,BEHAVIOUR,B2,noun,
room,SPACE,B1,noun,
rubbish,WASTE,B1,noun,
rubbish,NONSENSE,C1,noun,
origin,CAUSE,B2,noun,
origin,"COUNTRY/RACE, ETC.",C1,noun,
overload,,C2,noun,
paint,,A1,noun,
paradise,,C1,noun,
phone,,A1,noun,
plural,,A2,noun,
portrayal,,C2,noun,
powder,,B1,noun,
practice,ACTIVITY,C2,noun,
precedent,,C2,noun,
prejudice,,B2,noun,
pressure,LIQUID/GAS,C1,noun,
principle,MORAL RULE,C2,noun,
prison,,B1,noun,
privilege,ADVANTAGE,C1,noun,
procedure,,B2,noun,
prospect,POSSIBILITY,B2,noun,
redundancy,,C1,noun,
register,LANGUAGE STYLE,C1,noun,
rehearsal,,B2,noun,
religion,,B1,noun,
rent,,A2,noun,
repair,THING FIXED,B1,noun,
rest,RELAX,A2,noun,
result,HAPPEN,B1,noun,
risk,BAD POSSIBILITY,B2,noun,
rivalry,,C2,noun,
rope,FOR TYING,B2,noun,
outskirts,,B2,noun,
people,MORE THAN ONE,A1,noun,
proceedings,WRITTEN RECORD,C2,noun,
remains,,B2,noun,
outlook,FUTURE,C1,noun,
outlook,THINKING,C2,noun,
point,REASON,B2,noun,
price,RESULT,C1,noun,
prospect,IDEA,C2,noun,
quarter,TIME,A1,noun,
read,,C2,noun,
return,GOING BACK,B1,noun,
picture,IDEA,B2,noun,
operate,TREATMENT,B1,verb,
pass,TIME,B1,verb,
pass,GO AWAY,C2,verb,
pay,SUFFER,C2,verb,
persist,CONTINUE TO EXIST,C2,verb,
persist,CONTINUE TO DO,C2,verb,
plunge,BECOME LOWER,C1,verb,
point,DIRECTION,B1,verb,
pray,HOPE,B2,verb,
proceed,CONTINUE,C1,verb,
progress,IMPROVE,B2,verb,
progress,CONTINUE,C2,verb,
propose,MARRY,B2,verb,
prosper,,C2,verb,
qualify,SPORT,B2,verb,
rage,SPEAK,C2,verb,
rage,CONTINUE,C2,verb,
rebel,,B2,verb,
recover,SITUATION,B2,verb,
reign,KING/QUEEN,C2,verb,
remain,CONTINUE TO EXIST,B2,verb,
return,GO BACK,A2,verb,
return,HAPPEN AGAIN,B2,verb,
rhyme,,C2,verb,
riot,,C2,verb,
rise,MOVE UP,B1,verb,
rise,INCREASE,B2,verb,
open,COMPUTERS,B1,verb,
outnumber,,C1,verb,
outrage,,C1,verb,
outweigh,,C1,verb,
overdo,,C1,verb,
overhear,,C2,verb,
overlook,SEE FROM ABOVE,B2,verb,
overtake,BIGGER,C1,verb,
overwhelm,,C1,verb,
own,,B1,verb,
pass,BE MORE THAN,C2,verb,
patch,,C2,verb,
peel,FOOD,B2,verb,
photograph,,B2,verb,
pick,FLOWERS/FRUIT,B1,verb,
picture,,C1,verb,
pinpoint,,C2,verb,
pity,,C2,verb,
place,SITUATION,C1,verb,
plague,,C2,verb,
plant,"TREES/FLOWERS, ETC.",B1,verb,
play,ACT,B1,verb,
poison,MAKE DANGEROUS,B2,verb,
pollute,,B2,verb,
possess,,C1,verb,
post,LETTERS,A2,verb,
post,WEBSITE,B1,verb,
present,TV/RADIO,B2,verb,
present,OPPORTUNITY,C2,verb,
press,PERSUADE,C2,verb,
presume,,C1,verb,
produce,CAUSE,B2,verb,
produce,SHOW,C1,verb,
prolong,,C1,verb,
promote,ENCOURAGE,C1,verb,
prove,RESULT,B2,verb,
provoke,,C2,verb,
punish,,B1,verb,
pursue,,C1,verb,
put,CAUSE,B2,verb,
raid,SOLDIERS,C2,verb,
raid,POLICE,C2,verb,
raise,INCREASE,B1,verb,
raise,MONEY,B2,verb,
rate,,C1,verb,
reach,LEVEL,B2,verb,
read,SIGNS,C2,verb,
receive,GET,A2,verb,
receive,REACT,C1,verb,
recollect,,C2,verb,
reconcile,MAKE AGREE,C2,verb,
record,STORE INFORMATION,B2,verb,
record,SHOW MEASUREMENT,C1,verb,
recover,GET BACK,C1,verb,
reduce,,B1,verb,
reform,,C2,verb,
refresh,,C1,verb,
register,SHOW A FEELING,C2,verb,
regulate,ACTIVITY/PROCESS,C1,verb,
regulate,SPEED/TEMPERATURE,C1,verb,
reject,JOB/COURSE,B2,verb,
release,MAKE FREE,B2,verb,
release,RECORD/FILM,B2,verb,
relieve,FROM PAIN,C2,verb,
relish,,C2,verb,
renew,,B2,verb,
renovate,,C1,verb,
rent,RECEIVE MONEY,B1,verb,
repair,IMPROVE,C2,verb,
repeat,SAY AGAIN,A2,verb,
represent,BE,B2,verb,
represent,SHOW,C2,verb,
require,NEED,B1,verb,
reserve,ARRANGE TO HAVE,B1,verb,
resolve,,C1,verb,
restore,MAKE EXIST,C1,verb,
retain,,C2,verb,
reveal,SEE,C2,verb,
reverse,CHANGE,C1,verb,
revise,CHANGE,B2,verb,
rival,,C2,verb,
rob,STEAL,B1,verb,
open,"SHOP, ETC.",A2,verb,
operate,MACHINE,B2,verb,
order,REQUEST,A2,verb,
overestimate,,C1,verb,
overflow,CONTENTS,C2,verb,
overlap,,C2,verb,
overtake,VEHICLE,B2,verb,
pack,,A2,verb,
paint,MAKE PICTURE,A1,verb,
park,,A2,verb,
pass,SPORTS,C2,verb,
pause,EQUIPMENT,B2,verb,
pay,BUY,A1,verb,
pay,WORK,B1,verb,
peel,COVERING,C2,verb,
perform,ENTERTAIN,B1,verb,
phone,,A1,verb,
play,CHILDREN,A1,verb,
play,SPORT,A1,verb,
play,MAKE MUSIC,A2,verb,
play,"RADIO, CD, ETC.",A2,verb,
play,COMPETE,B1,verb,
pop,SOUND,C2,verb,
prepare,MAKE FOOD,A2,verb,
prosecute,,C2,verb,
